,Tn,MT,chunk,display_trial_feedback,feedback_dur,feedback_type,hand,is_error,item_dur,iti_dur,number_correct,phase,phase_type,points,recall_dir,response,response_time,run_number,seq_length,seq_str,trial_dur,P1,P2,P3,P4,P5,P6,IPI_0,IPI_1,IPI_2,IPI_3,IPI_4,IPI_5
28,12,0.0,3,False,0.0,None,right,False,2,1,0,enc,0,0,0,[],[],1,6,2 3 4 2 2 1,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
29,13,2.1839804999763146,3,True,0.5,acc,right,True,2,1,4,ret,1,4,0,"['1', '2', '2', '4', '2', '1']","[68.30716209998354, 68.5632295999676, 68.78711259993725, 69.3151465000119, 69.95510259992443, 70.49114259995986]",1,6,# # # # # #,None,68.30716209998354,68.5632295999676,68.78711259993725,69.3151465000119,69.95510259992443,70.49114259995986,-0.1639901000307873,0.25606749998405576,0.22388299996964633,0.5280339000746608,0.6399560999125242,0.5360400000354275
30,14,0.0,2,False,0.0,None,right,False,2,1,0,enc,0,0,1,[],[],1,6,4 2 3 4 2 1,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
31,15,4.343991400091909,2,True,0.5,acc,right,False,2,1,6,ret,1,10,1,"['4', '2', '3', '4', '2', '1']","[79.34714929992333, 79.85261179995723, 81.89912189997267, 82.66822059999686, 83.29112800001167, 83.69114070001524]",1,6,# # # # # #,None,79.34714929992333,79.85261179995723,81.89912189997267,82.66822059999686,83.29112800001167,83.69114070001524,2.356006699963473,0.5054625000339001,2.046510100015439,0.7690987000241876,0.6229074000148103,0.4000127000035718
32,16,0.0,2,False,0.0,None,right,False,2,1,0,enc,0,0,1,[],[],1,6,1 4 1 3 2 4,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
33,17,3.0239012999227275,2,True,0.5,acc,right,True,2,1,1,ret,1,1,1,"['4', '2', '2', '2', '2', '2']","[92.02719900000375, 93.42711519997101, 94.11511709995102, 94.52329969999846, 94.65906049998011, 95.05110029992647]",1,6,# # # # # #,None,92.02719900000375,93.42711519997101,94.11511709995102,94.52329969999846,94.65906049998011,95.05110029992647,1.8360582999885082,1.3999161999672651,0.6880018999800086,0.40818260004743934,0.1357607999816537,0.3920397999463603
34,18,0.0,3,False,0.0,None,right,False,2,1,0,enc,0,0,0,[],[],1,6,2 3 3 3 3 4,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
35,19,7.6737043999601156,3,True,0.5,acc,right,True,2,1,5,ret,1,5,0,"['2', '3', '3', '3', '3', '2']","[96.60142339998856, 102.73908470000606, 102.98713439994026, 103.32301389996428, 103.90900300000794, 104.27512779994868]",1,6,# # # # # #,None,96.60142339998856,102.73908470000606,102.98713439994026,103.32301389996428,103.90900300000794,104.27512779994868,-4.949676899937913,6.137661300017498,0.24804969993419945,0.33587950002402067,0.5859891000436619,0.3661247999407351
36,20,0.0,3,False,0.0,None,right,False,2,1,0,enc,0,0,1,[],[],1,6,1 1 3 2 2 4,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
37,21,2.4464315000223,3,True,0.5,acc,right,True,2,1,4,ret,1,4,1,"['1', '2', '2', '2', '2', '4']","[110.87664039991796, 111.16306229995098, 111.38708989997394, 112.59506839991082, 112.92310749995522, 113.32307189994026]",1,6,# # # # # #,None,110.87664039991796,111.16306229995098,111.38708989997394,112.59506839991082,112.92310749995522,113.32307189994026,0.10151259996928275,0.2864219000330195,0.22402760002296418,1.2079784999368712,0.32803910004440695,0.39996439998503774
38,22,0.0,2,False,0.0,None,right,False,2,1,0,enc,0,0,0,[],[],1,6,4 1 1 1 4 4,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
39,23,2.1679188000271097,2,True,0.5,acc,right,False,2,1,6,ret,1,10,0,"['4', '4', '1', '1', '1', '4']","[121.4190721999621, 121.68295039993245, 122.11519099993166, 122.43556349992286, 123.08305919996928, 123.58699099998921]",1,6,# # # # # #,None,121.4190721999621,121.68295039993245,122.11519099993166,122.43556349992286,123.08305919996928,123.58699099998921,1.5960003000218421,0.26387819997034967,0.4322405999992043,0.3203724999912083,0.6474957000464201,0.5039318000199273
40,0,0.0,3,False,0.0,None,right,False,2,1,0,enc,0,0,1,[],[],2,6,3 2 2 3 2 3,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
41,1,1.5200880999909714,3,True,0.5,acc,right,False,2,1,6,ret,1,10,1,"['3', '2', '2', '3', '2', '3']","[5.452487000031397, 5.724633500096388, 6.004722799989395, 6.452606300008483, 6.700674600084312, 6.972575100022368]",2,6,# # # # # #,None,5.452487000031397,5.724633500096388,6.004722799989395,6.452606300008483,6.700674600084312,6.972575100022368,NaN,0.2721465000649914,0.2800892998930067,0.4478835000190884,0.24806830007582903,0.2719004999380559
42,2,0.0,2,False,0.0,None,right,False,2,1,0,enc,0,0,1,[],[],2,6,2 4 4 4 4 1,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
43,3,1.775718400022015,2,True,0.5,acc,right,False,2,1,6,ret,1,10,1,"['2', '4', '4', '4', '4', '1']","[15.84495880000759, 16.308563100057654, 16.66061930009164, 16.9805667999899, 17.324668999994174, 17.620677200029604]",2,6,# # # # # #,None,15.84495880000759,16.308563100057654,16.66061930009164,16.9805667999899,17.324668999994174,17.620677200029604,2.372383699985221,0.4636043000500649,0.3520562000339851,0.3199474998982623,0.34410220000427216,0.2960082000354305
44,4,0.0,3,False,0.0,None,right,False,2,1,0,enc,0,0,1,[],[],2,6,1 4 1 4 4 3,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
45,5,2.0483128000050783,3,True,0.5,acc,right,True,2,1,5,ret,1,5,1,"['1', '4', '1', '4', '4', '2']","[24.38866430008784, 24.716600400046445, 25.052589200087823, 25.70056280004792, 26.012583800009452, 26.436977100092918]",2,6,# # # # # #,None,24.38866430008784,24.716600400046445,25.052589200087823,25.70056280004792,26.012583800009452,26.436977100092918,0.26798710005823523,0.32793609995860606,0.33598880004137754,0.6479735999600962,0.31202099996153265,0.4243933000834659
46,6,0.0,3,False,0.0,None,right,False,2,1,0,enc,0,0,0,[],[],2,6,1 3 1 3 1 3,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
47,7,1.6240238999016583,3,True,0.5,acc,right,False,2,1,6,ret,1,10,0,"['3', '1', '3', '1', '3', '1']","[32.628604700090364, 32.908546400023624, 33.1805866000941, 33.685352400061674, 33.97254330001306, 34.25262859999202]",2,6,# # # # # #,None,32.628604700090364,32.908546400023624,33.1805866000941,33.685352400061674,33.97254330001306,34.25262859999202,-0.30837240000255406,0.2799416999332607,0.272040200070478,0.5047657999675721,0.28719089995138347,0.28008529997896403
48,8,0.0,2,False,0.0,None,right,False,2,1,0,enc,0,0,0,[],[],2,6,2 1 4 4 4 2,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
49,9,2.6478441000217567,2,True,0.5,acc,right,True,2,1,4,ret,1,4,0,"['2', '4', '4', '4', '2', '1']","[42.4526601000689, 42.74861420004163, 43.10055460000876, 43.500580699997954, 44.60462130000815, 45.100504200090654]",2,6,# # # # # #,None,42.4526601000689,42.74861420004163,43.10055460000876,43.500580699997954,44.60462130000815,45.100504200090654,1.700031500076875,0.29595409997273237,0.351940399967134,0.4000260999891907,1.1040406000101939,0.49588290008250624
50,10,0.0,3,False,0.0,None,right,False,2,1,0,enc,0,0,0,[],[],2,6,3 3 4 1 2 3,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
51,11,3.3519415000919253,3,True,0.5,acc,right,True,2,1,4,ret,1,4,0,"['3', '2', '1', '4', '4', '4']","[51.20459129998926, 51.30057020008098, 51.492498000035994, 53.05257410008926, 53.27656670007855, 54.556532800081186]",2,6,# # # # # #,None,51.20459129998926,51.30057020008098,51.492498000035994,53.05257410008926,53.27656670007855,54.556532800081186,-0.39591290010139346,0.09597890009172261,0.19192779995501041,1.5600761000532657,0.22399259998928756,1.279966100002639
52,12,0.0,2,False,0.0,None,right,False,2,1,0,enc,0,0,0,[],[],2,6,4 2 2 2 3 1,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
53,13,1.6800572000211105,2,True,0.5,acc,right,True,2,1,4,ret,1,4,0,"['1', '3', '2', '2', '4', '1']","[63.06056580005679, 63.340519300079904, 63.668600400094874, 63.964551700046286, 64.4286213000305, 64.7406230000779]",2,6,# # # # # #,None,63.06056580005679,63.340519300079904,63.668600400094874,63.964551700046286,64.4286213000305,64.7406230000779,2.004032999975607,0.2799535000231117,0.3280811000149697,0.2959512999514118,0.4640695999842137,0.3120017000474036
54,14,0.0,3,False,0.0,None,right,False,2,1,0,enc,0,0,1,[],[],2,6,3 2 2 1 1 4,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
55,15,5.708038400043732,3,True,0.5,acc,right,True,2,1,4,ret,1,4,1,"['3', '2', '2', '1', '4', '1']","[68.28903480002191, 72.4524354999885, 72.66857119998895, 73.68460200005211, 73.860522700008, 73.99707320006564]",2,6,# # # # # #,None,68.28903480002191,72.4524354999885,72.66857119998895,73.68460200005211,73.860522700008,73.99707320006564,-2.951588200055994,4.163400699966587,0.21613570000045002,1.016030800063163,0.17592069995589554,0.1365505000576377
56,16,0.0,2,False,0.0,None,right,False,2,1,0,enc,0,0,0,[],[],2,6,4 3 2 1 2 2,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
57,17,3.144022800028324,2,True,0.5,acc,right,True,2,1,4,ret,1,4,0,"['2', '2', '1', '2', '4', '3']","[82.02854359999765, 82.26856720005162, 82.55651020002551, 82.82053360005375, 83.20452930009924, 85.17256640002597]",2,6,# # # # # #,None,82.02854359999765,82.26856720005162,82.55651020002551,82.82053360005375,83.20452930009924,85.17256640002597,1.5314703999320045,0.2400236000539735,0.28794299997389317,0.2640234000282362,0.3839957000454888,1.9680370999267325
58,18,0.0,2,False,0.0,None,right,False,2,1,0,enc,0,0,1,[],[],2,6,3 1 4 4 2 3,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
59,19,2.8069386000279337,2,True,0.5,acc,right,True,2,1,3,ret,1,3,1,"['1', '4', '1', '4', '2', '3']","[94.24559679999948, 94.580693099997, 95.73252880002838, 95.89387370005716, 96.98842030006927, 97.05253540002741]",2,6,# # # # # #,None,94.24559679999948,94.580693099997,95.73252880002838,95.89387370005716,96.98842030006927,97.05253540002741,2.5730303999735042,0.3350962999975309,1.15183570003137,0.1613449000287801,1.0945466000121087,0.06411509995814413
60,20,0.0,3,False,0.0,None,right,False,2,1,0,enc,0,0,0,[],[],2,6,1 1 4 4 3 2,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
61,21,1.575938199996017,3,True,0.5,acc,right,True,2,1,5,ret,1,5,0,"['2', '3', '4', '4', '4', '1']","[103.61255469999742, 103.88452680001501, 104.20450340001844, 104.50853180000558, 104.81373230007011, 105.18849289999343]",2,6,# # # # # #,None,103.61255469999742,103.88452680001501,104.20450340001844,104.50853180000558,104.81373230007011,105.18849289999343,0.06001929997000843,0.2719721000175923,0.31997660000342876,0.30402839998714626,0.3052005000645295,0.3747605999233201
62,22,0.0,2,False,0.0,None,right,False,2,1,0,enc,0,0,1,[],[],2,6,4 2 1 2 4 1,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
63,23,1.343938500038348,2,True,0.5,acc,right,True,2,1,5,ret,1,5,1,"['1', '2', '1', '2', '4', '1']","[114.74856950005051, 114.96458740008529, 115.25250780000351, 115.49253940000199, 115.91658110008575, 116.09250800008886]",2,6,# # # # # #,None,114.74856950005051,114.96458740008529,115.25250780000351,115.49253940000199,115.91658110008575,116.09250800008886,3.060076600057073,0.21601790003478527,0.28792039991822094,0.24003159999847412,0.4240417000837624,0.1759269000031054
64,0,0.0,2,False,0.0,None,right,False,2,1,0,enc,0,0,1,[],[],3,6,1 3 3 1 2 3,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
65,1,3.1278873000992458,2,True,0.5,acc,right,True,2,1,5,ret,1,5,1,"['1', '4', '3', '1', '2', '3']","[6.6415474999230355, 6.9065671999705955, 8.60146919998806, 8.841556799947284, 9.48951169999782, 9.769434800022282]",3,6,# # # # # #,None,6.6415474999230355,6.9065671999705955,8.60146919998806,8.841556799947284,9.48951169999782,9.769434800022282,NaN,0.26501970004756004,1.6949020000174642,0.24008759995922446,0.6479549000505358,0.27992310002446175
66,2,0.0,3,False,0.0,None,right,False,2,1,0,enc,0,0,0,[],[],3,6,2 3 1 2 2 1,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
67,3,1.647932099993341,3,True,0.5,acc,right,True,2,1,3,ret,1,3,0,"['1', '2', '2', '3', '2', '1']","[16.617587500019, 16.88150489993859, 17.155023199971765, 17.601601999951527, 17.899234400014393, 18.26551960001234]",3,6,# # # # # #,None,16.617587500019,16.88150489993859,17.155023199971765,17.601601999951527,17.899234400014393,18.26551960001234,0.3481526999967173,0.26391739991959184,0.27351830003317446,0.44657879997976124,0.2976324000628665,0.3662851999979466
68,4,0.0,3,False,0.0,None,right,False,2,1,0,enc,0,0,1,[],[],3,6,4 1 3 2 2 1,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
69,5,1.727953699999489,3,True,0.5,acc,right,False,2,1,6,ret,1,10,1,"['4', '1', '3', '2', '2', '1']","[24.849522699951194, 25.129617400001734, 25.65949869994074, 26.049615599913523, 26.289474999997765, 26.577476399950683]",3,6,# # # # # #,None,24.849522699951194,25.129617400001734,25.65949869994074,26.049615599913523,26.289474999997765,26.577476399950683,0.08400309993885458,0.28009470005054027,0.5298812999390066,0.39011689997278154,0.23985940008424222,0.2880013999529183
70,6,0.0,2,False,0.0,None,right,False,2,1,0,enc,0,0,0,[],[],3,6,3 4 4 3 4 1,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
71,7,3.3028466999530792,2,True,0.5,acc,right,True,2,1,2,ret,1,2,0,"['1', '4', '4', '2', '2', '1']","[35.44263860001229, 35.889560899930075, 37.04148379992694, 37.54547899996396, 38.39360569999553, 38.74548529996537]",3,6,# # # # # #,None,35.44263860001229,35.889560899930075,37.04148379992694,37.54547899996396,38.39360569999553,38.74548529996537,2.3651622000616044,0.4469222999177873,1.1519228999968618,0.5039952000370249,0.8481267000315711,0.3518795999698341
72,8,0.0,3,False,0.0,None,right,False,2,1,0,enc,0,0,1,[],[],3,6,1 2 2 4 4 3,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
73,9,1.2560510999755934,3,True,0.5,acc,right,False,2,1,6,ret,1,10,1,"['1', '2', '2', '4', '4', '3']","[45.35346979997121, 45.577492699958384, 45.79337919992395, 46.121487199910916, 46.33758429996669, 46.6095208999468]",3,6,# # # # # #,None,45.35346979997121,45.577492699958384,45.79337919992395,46.121487199910916,46.33758429996669,46.6095208999468,0.10798450000584126,0.22402289998717606,0.21588649996556342,0.32810799998696893,0.21609710005577654,0.27193659998010844
74,10,0.0,2,False,0.0,None,right,False,2,1,0,enc,0,0,0,[],[],3,6,4 4 3 2 3 3,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
75,11,3.319987199967727,2,True,0.5,acc,right,True,2,1,3,ret,1,3,0,"['3', '3', '3', '2', '4', '1']","[54.60146379994694, 54.849478199961595, 55.57740830001421, 55.87341409991495, 57.68954399996437, 57.92145099991467]",3,6,# # # # # #,None,54.60146379994694,54.849478199961595,55.57740830001421,55.87341409991495,57.68954399996437,57.92145099991467,1.49194290000014,0.2480144000146538,0.7279301000526175,0.2960057999007404,1.8161299000494182,0.23190699995029718
76,12,0.0,3,False,0.0,None,right,False,2,1,0,enc,0,0,0,[],[],3,6,2 4 3 2 2 4,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
77,13,4.486285799997859,3,True,0.5,acc,right,True,2,1,2,ret,1,2,0,"['4', '1', '2', '4', '1', '3']","[64.4111688999692, 65.23338190000504, 66.4814681999851, 68.44298539997544, 68.64959719998296, 68.89745469996706]",3,6,# # # # # #,None,64.4111688999692,65.23338190000504,66.4814681999851,68.44298539997544,68.64959719998296,68.89745469996706,-0.01028209994547069,0.8222130000358447,1.2480862999800593,1.9615171999903396,0.2066118000075221,0.247857499984093
78,14,0.0,2,False,0.0,None,right,False,2,1,0,enc,0,0,0,[],[],3,6,2 3 4 4 1 2,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
79,15,4.120106599992141,2,True,0.5,acc,right,True,2,1,2,ret,1,2,0,"['2', '3', '4', '1', '2', '1']","[76.99348169995937, 78.38542479998432, 79.913676999975, 80.20944959996268, 80.91346670000348, 81.11358829995152]",3,6,# # # # # #,None,76.99348169995937,78.38542479998432,79.913676999975,80.20944959996268,80.91346670000348,81.11358829995152,1.5960269999923185,1.391943100024946,1.5282521999906749,0.2957725999876857,0.7040171000408009,0.2001215999480337
80,16,0.0,3,False,0.0,None,right,False,2,1,0,enc,0,0,1,[],[],3,6,2 1 1 2 4 1,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
